minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Sylvester,0.6130351643656312,27.576977261975525,14.599355942088756,32.35013582407495,9.114681304662675,14.593861999777118,13.963745030507422,29.158924555649673
0,Marvin the Martian,0.6173551334033561,33.61293378209887,12.333310125667365,34.89092277869242,6.876018845885134,21.01917362490589,10.591218098110966,24.68128866494516
0,Road Runner,0.6248098871476906,28.391934371308544,13.516897793079567,37.11106683270384,7.431109460858492,29.845095381904688,9.560574236924024,18.226800980784727
0,Foghorn Leghorn,0.6089951516818046,30.216398674961592,15.298397915716249,30.487831202042944,5.38530459834865,15.210942979362592,15.317540577327813,30.117351061582422
0,Bugs Bunny,0.6456955227332543,31.425617643613492,16.218052900655493,34.25100112596933,6.155666761701353,16.926438542964274,11.180885964719394,27.071058650976067
0,Elmer Fudd,0.6070860614824344,31.147549055861727,15.06033108624424,35.32041214158981,4.740594274509444,18.484282443971832,17.162451163290047,33.82241214770772
0,Lola Bunny,0.6294043298096675,32.62999117395831,12.746796122007064,37.64396958417596,3.3013314713876443,24.715252638644923,18.696129024194995,36.54823051329181
0,Porky Pig,0.6285672867963783,28.059372540722805,16.786715514200562,33.62324326467905,6.630000640460963,21.808629055357805,16.36081369218641,29.11904683688393
0,Tasmanian Devil,0.6044233129562868,27.65016731708809,13.780351264753147,32.57618735524813,7.610251448332348,24.395987417988074,7.698806299565721,14.876014893489955
0,Gossamer,0.6167132628604409,35.957072572405984,15.969941877773929,31.65980825903347,6.2242387782952875,11.439488665697027,10.85606904904586,27.382752815929567
0,Granny,0.614718787042096,29.219838800011466,15.253194763301728,34.47865389059683,7.849939372145224,18.123359699960226,14.435600954975753,29.11390238903741
0,Wile E. Coyote,0.6145089452596877,35.63375656519402,14.682829742229416,33.51257185398229,5.214684960074571,17.8405293566856,18.072977455178165,35.357093423274264
0,Tweety,0.5900195886278511,28.956343138914924,13.394498031633253,38.04314047121638,6.6874109482735395,19.529827208272653,8.880785708682009,22.5601421990018
0,Penelope,0.6070935785043778,29.846046230696995,15.799923148038381,31.46496152385354,7.401421232570613,22.963369971185706,7.45729625146798,14.05989690809788
0,Daffy Duck,0.6309847795007272,31.013711596394554,14.734695403794484,31.60595404372347,5.213503063187664,17.9539688761569,12.564294083064663,26.95362001836825
12,Sylvester,0.6062402853199989,33.07420122089867,12.39677555069083,36.768911739236536,8.58398628273774,14.055219798057614,13.892996313577344,33.55307998757634
12,Marvin the Martian,0.5961040329205575,32.914140549917065,13.87562440607731,34.41789621538702,7.372094273572586,22.049179693125303,11.16892933082514,22.300489412518967
12,Road Runner,0.6413415184127607,26.794114431361077,14.805278004621236,39.135770752328305,4.084401490759249,26.012194942160875,10.559207066729535,24.10813457486918
12,Foghorn Leghorn,0.6122193697547508,32.035853797668494,15.455773290726507,36.89391461873973,4.74430447418275,17.91086876601166,15.401414168865749,32.83453420997493
12,Bugs Bunny,0.6200801503340585,32.7775556833606,16.574524007856887,33.87919041170579,7.417647720451526,20.57136130161639,16.387984412801956,29.97744092613163
12,Elmer Fudd,0.6187878289174739,31.76905853910224,15.123068562605411,38.623463706087726,3.4807728213346336,26.620398361100484,16.038446753185898,30.209790489805922
12,Lola Bunny,0.6272728828197859,35.41260833600517,13.482510440501603,35.0947252223868,5.296014404012602,20.081721317352986,16.569683760941253,34.18212116762628
12,Porky Pig,0.6242851845346034,31.657683454100304,14.590780203427752,34.074292362079824,6.2301917886951586,21.178203908948266,13.160268450855904,26.76874085949372
12,Tasmanian Devil,0.6118992499153718,26.774320441013217,15.524967781210407,34.82482802406035,5.471953356971514,19.95287930836834,10.490768732679108,22.756932040360613
12,Gossamer,0.6196536695044382,34.48050401867056,15.004496075222931,36.52789026178356,4.9563826887965305,14.431481422350942,13.577563885105056,33.100494318721886
12,Granny,0.6133376647234294,30.582459865547143,14.01216215876762,36.031587041941044,5.686605382929681,18.584888072674875,12.413916934436646,28.240593099234648
12,Wile E. Coyote,0.6174481586345354,31.707471766826018,13.741689436034545,36.10734849865644,6.4567796799663135,26.947126977109033,14.834356789947215,26.767612726240355
12,Tweety,0.6190632180523913,28.31324426930634,13.75632937774494,36.14935723968321,6.010603047421325,23.32720795418864,10.107611444028755,22.335999655678695
12,Penelope,0.6130368007701592,27.760104897100135,12.543608344218372,28.37685884203346,8.410169751930862,17.15552778618084,8.829474803670164,19.403540450826167
12,Daffy Duck,0.6415146274256047,32.238330224456185,14.188841717399882,30.740202824571675,7.84686467788733,24.731472065298675,14.280567924200612,24.98168279323122
24,Sylvester,0.6138990272610765,31.46966741285825,13.572981261276498,37.83264806037297,7.771082217813432,22.14382158243287,14.16643409405918,29.38767087091991
24,Marvin the Martian,0.6140268570165798,31.6660889196539,14.063547406700415,33.28481238607376,6.132179917651717,23.590702509928725,11.330414121034204,21.99582292875603
24,Road Runner,0.6194414216548794,27.92279609873615,13.907178481022692,39.010123102467894,5.935948446630473,24.84944455467339,14.623513753378973,29.293120322068024
24,Foghorn Leghorn,0.631244948499119,30.8836149450897,14.796244134317588,30.98739745252122,7.208995748928263,19.01191231632675,13.347006219656226,26.481058160578687
24,Bugs Bunny,0.6299407287810136,38.09863453950191,16.808402706114748,32.82755542132395,7.254083259695396,21.314139057096654,14.4313434452845,27.167334949100553
24,Elmer Fudd,0.6303742954145859,28.34972741016236,15.523817213682799,39.824121715397936,5.269678040117909,22.38104509457342,15.11535402216281,31.92531327845708
24,Lola Bunny,0.6366735729065391,33.70260452708702,13.556692170121114,36.367195864087606,5.4570591347664,18.763001591997707,16.130795179618076,35.43752351327451
24,Porky Pig,0.607212963112495,31.04242892753326,15.421926573265074,36.89422168138289,5.468972659391536,16.545411044872907,16.345684129135222,34.445336465344894
24,Tasmanian Devil,0.5933180688192696,27.979936748647297,13.563711303326414,35.093714815635586,4.780249849428763,14.914967155178367,9.344929928459097,24.772895994782825
24,Gossamer,0.606821463293176,30.13295503930376,14.508425567925498,34.569507895544575,4.820873826996552,18.7535878924714,12.904215325496258,27.46690732046817
24,Granny,0.5942472905741961,27.904438718656518,14.222630796756263,33.881331003724036,6.7230836369205225,18.98249195068645,12.353601214518973,24.89465781079377
24,Wile E. Coyote,0.6244701897048631,31.321848683160194,13.670883170854967,35.43784672903261,6.85260977145211,19.055417088732057,13.561042265908775,29.78961592988752
24,Tweety,0.6098708394163075,22.618468960100337,13.290694201448398,38.38704984275156,6.595566120074578,24.99449176908,12.270167889590878,24.673873421242266
24,Penelope,0.6092917034631627,26.92627600462197,15.397891352359215,32.53229486607709,8.751004396164022,18.142461315568866,12.389538652952444,24.25472547412409
24,Daffy Duck,0.6248253850956572,32.105649303741224,14.811306161035374,36.77468259768964,6.19871700825342,17.838963174982023,12.277241035063913,29.189121468656285
36,Sylvester,0.6107910371778792,30.794890050645893,15.332297563289705,34.344063764950974,8.720297746630871,19.39679239523311,13.17810803148413,26.16765725801336
36,Marvin the Martian,0.6017390231751384,31.544724700322814,16.868803913201432,29.27613394590173,5.9611045074470255,25.668702351242768,10.99213788769274,15.60891346084701
36,Road Runner,0.6240797398173303,29.12735160601532,15.273858037713818,36.56986266846114,7.096159682750216,27.297632196805715,10.646291680626181,20.125433226888415
36,Foghorn Leghorn,0.6136706521003067,35.46457103955348,16.00480483311369,32.89290324415526,4.391590866573145,22.10367517200445,14.922834631978866,27.37948154111223
36,Bugs Bunny,0.6227203339170859,31.571105842401067,15.82423811932411,32.25076011413536,7.722328286143884,20.173152084224405,11.700614832400664,23.11467112055431
36,Elmer Fudd,0.6222906304329292,29.45487653652134,15.432769170774176,39.27540171527404,3.339008895516657,24.26275949820438,17.993737577393684,34.61010022158791
36,Lola Bunny,0.627279874998066,36.106767517888734,13.654118294728763,36.26505118754919,2.524200867698438,21.704128231015442,18.16347146466145,36.75957425213352
36,Porky Pig,0.6054474857185098,26.229931790689125,16.21376818001024,36.62173804045236,5.897162207428051,23.304353827900684,11.047179215338467,21.618752016818288
36,Tasmanian Devil,0.608267519089509,25.08456352364087,15.911496654100736,34.97072251569077,4.51600126752985,23.927011306869122,9.448812299895366,18.58822158947895
36,Gossamer,0.617498503238156,34.43016730790189,16.006028938204853,34.71898597276249,5.667252407920224,11.923358465123673,13.536334007439415,32.65022813066655
36,Granny,0.615036209657856,28.944634817899388,14.139624040997957,36.597484111136225,7.009078056331075,23.291733927370494,13.215588896366464,26.309468153616972
